ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,neighborhood,condition1,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,fence,mo_sold,yr_sold,sale_type,sale_condition,sale_price,age,remod_age,garage_age
60.0,RL,85.0,16056.0,none,3.0,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9.0,5.0,Hip,CemntBd,CmentBd,Stone,208.0,4.0,3.0,PConc,5.0,3.0,2,GLQ,240.0,Unf,0.0,1752.0,1992.0,5.0,1.0,SBrkr,1992.0,876.0,2868.0,0.0,0.0,3.0,1.0,4.0,5.0,11.0,8.0,1.0,4.0,BuiltIn,3.0,3.0,716.0,3.0,2.0,214.0,108.0,0.0,0.0,none,jul,six,New,Partial,556581.0,1.0,0.0,1.0
20.0,RL,57.0,9245.0,none,2.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,686.0,Unf,0.0,304.0,990.0,5.0,1.0,SBrkr,990.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,672.0,3.0,2.0,0.0,0.0,0.0,0.0,none,feb,eight,WD,Normal,145000.0,14.0,13.0,12.0
20.0,RL,100.0,21750.0,none,4.0,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5.0,4.0,Hip,HdBoard,HdBoard,BrkFace,75.0,3.0,2.0,Slab,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,3.0,1.0,SBrkr,1771.0,0.0,1771.0,0.0,0.0,1.0,0.0,3.0,3.0,9.0,7.0,1.0,3.0,Attchd,1.0,2.0,336.0,3.0,2.0,0.0,0.0,0.0,0.0,GdPrv,nov,nine,WD,Normal,115000.0,49.0,3.0,49.0
20.0,RL,60.0,11100.0,none,4.0,Low,Inside,Edwards,Norm,1Fam,1Story,4.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,5.0,1.0,SBrkr,930.0,0.0,930.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,8.0,0.0,0.0,Detchd,1.0,1.0,308.0,3.0,2.0,0.0,0.0,0.0,0.0,none,apr,ten,WD,Abnorml,84900.0,64.0,4.0,64.0
20.0,RL,73.0,8993.0,none,3.0,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,1302.0,1302.0,5.0,1.0,SBrkr,1302.0,0.0,1302.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,Attchd,3.0,2.0,436.0,3.0,2.0,0.0,22.0,0.0,0.0,none,aug,seven,New,Partial,176485.0,0.0,0.0,0.0
20.0,RL,103.0,11175.0,none,3.0,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,1316.0,1316.0,5.0,1.0,SBrkr,1316.0,0.0,1316.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,1.0,4.0,Attchd,3.0,2.0,440.0,3.0,2.0,0.0,20.0,0.0,0.0,none,oct,seven,New,Partial,200141.0,0.0,0.0,0.0
60.0,RL,100.0,9500.0,none,4.0,Lvl,Corner,NAmes,Artery,1Fam,2Story,6.0,6.0,Gable,VinylSd,VinylSd,BrkCmn,272.0,3.0,3.0,CBlock,3.0,3.0,No,Rec,442.0,Unf,0.0,374.0,816.0,3.0,1.0,SBrkr,1127.0,850.0,1977.0,0.0,1.0,1.0,1.0,4.0,3.0,9.0,8.0,1.0,3.0,Attchd,2.0,2.0,540.0,3.0,2.0,0.0,52.0,0.0,0.0,GdPrv,jun,seven,WD,Normal,165000.0,43.0,29.0,43.0
20.0,RL,68.0,8562.0,none,4.0,Lvl,Inside,Edwards,Norm,1Fam,1Story,5.0,6.0,Hip,HdBoard,HdBoard,Stone,145.0,3.0,3.0,CBlock,3.0,3.0,2,Rec,383.0,Unf,0.0,833.0,1216.0,5.0,1.0,FuseA,1526.0,0.0,1526.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,6.0,1.0,4.0,Basment,1.0,1.0,364.0,3.0,2.0,116.0,78.0,0.0,0.0,none,may,ten,WD,Normal,144500.0,53.0,8.0,53.0
60.0,RL,90.0,11367.0,none,4.0,Lvl,Corner,CollgCr,Norm,1Fam,2Story,8.0,5.0,Gable,VinylSd,VinylSd,BrkFace,210.0,4.0,3.0,PConc,4.0,3.0,1,GLQ,932.0,Unf,0.0,133.0,1065.0,5.0,1.0,SBrkr,1091.0,898.0,1989.0,1.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,1.0,4.0,Attchd,3.0,2.0,586.0,3.0,2.0,199.0,60.0,0.0,0.0,none,nov,six,WD,Normal,255000.0,4.0,4.0,4.0
20.0,RL,104.0,11361.0,none,4.0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6.0,5.0,Gable,Plywood,Plywood,BrkFace,160.0,3.0,3.0,CBlock,4.0,3.0,No,ALQ,644.0,Unf,0.0,549.0,1193.0,3.0,1.0,SBrkr,1523.0,0.0,1523.0,0.0,1.0,2.0,0.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,478.0,3.0,2.0,0.0,0.0,0.0,189.0,MnPrv,may,eight,COD,Abnorml,180000.0,32.0,32.0,32.0
120.0,RL,43.0,7052.0,none,3.0,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7.0,5.0,Gable,VinylSd,VinylSd,Stone,240.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,659.0,Unf,0.0,705.0,1364.0,5.0,1.0,SBrkr,1364.0,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,2.0,484.0,3.0,2.0,192.0,36.0,0.0,0.0,none,jun,six,WD,Normal,185850.0,1.0,1.0,1.0
60.0,RL,0.0,29959.0,none,2.0,Lvl,FR2,NoRidge,Norm,1Fam,2Story,7.0,6.0,Gable,HdBoard,HdBoard,None,0.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,595.0,Unf,0.0,378.0,973.0,5.0,1.0,SBrkr,979.0,871.0,1850.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,1.0,4.0,BuiltIn,3.0,2.0,467.0,3.0,2.0,168.0,98.0,0.0,0.0,none,jan,nine,WD,Normal,248000.0,15.0,15.0,15.0
60.0,RL,96.0,11308.0,none,3.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9.0,5.0,Gable,VinylSd,VinylSd,Stone,154.0,5.0,3.0,PConc,5.0,3.0,2,GLQ,936.0,Unf,0.0,168.0,1104.0,5.0,1.0,SBrkr,1130.0,1054.0,2184.0,1.0,0.0,2.0,1.0,3.0,5.0,10.0,8.0,1.0,4.0,Attchd,3.0,3.0,836.0,3.0,2.0,0.0,102.0,0.0,0.0,none,jul,nine,WD,Normal,335000.0,1.0,1.0,1.0
50.0,RL,0.0,11275.0,none,3.0,HLS,Corner,Crawfor,Norm,1Fam,1.5Fin,6.0,7.0,Gable,MetalSd,MetalSd,BrkFace,480.0,3.0,3.0,CBlock,3.0,3.0,1,Rec,297.0,LwQ,557.0,0.0,854.0,3.0,1.0,SBrkr,1096.0,895.0,1991.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,8.0,1.0,4.0,Detchd,1.0,2.0,432.0,3.0,2.0,0.0,0.0,19.0,0.0,none,mar,seven,WD,Normal,220000.0,75.0,57.0,30.0
120.0,RL,41.0,4920.0,none,4.0,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8.0,5.0,Gable,CemntBd,CmentBd,None,0.0,4.0,3.0,PConc,4.0,3.0,1,GLQ,616.0,Unf,0.0,722.0,1338.0,5.0,1.0,SBrkr,1338.0,0.0,1338.0,1.0,0.0,2.0,0.0,2.0,4.0,6.0,8.0,0.0,0.0,Attchd,3.0,2.0,582.0,3.0,2.0,0.0,0.0,170.0,0.0,none,apr,ten,WD,Normal,213500.0,9.0,9.0,9.0
30.0,C (all),120.0,18000.0,none,4.0,Low,Inside,IDOTRR,Norm,1Fam,1Story,3.0,4.0,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,894.0,894.0,3.0,1.0,SBrkr,894.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,Detchd,2.0,3.0,1248.0,3.0,2.0,0.0,20.0,0.0,0.0,none,aug,eight,ConLD,Normal,81000.0,73.0,58.0,14.0
190.0,RM,85.0,13600.0,Grvl,4.0,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,662.0,662.0,3.0,0.0,SBrkr,1422.0,915.0,2337.0,0.0,0.0,2.0,0.0,5.0,3.0,10.0,6.0,0.0,0.0,Detchd,1.0,2.0,560.0,3.0,2.0,0.0,57.0,0.0,0.0,none,sep,seven,WD,Normal,90000.0,107.0,57.0,62.0
30.0,RM,50.0,6000.0,none,4.0,Lvl,Inside,OldTown,Artery,1Fam,1Story,6.0,6.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,BrkTil,3.0,3.0,No,BLQ,397.0,Unf,0.0,706.0,1103.0,4.0,1.0,SBrkr,1103.0,0.0,1103.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,8.0,1.0,4.0,Detchd,1.0,2.0,440.0,3.0,2.0,166.0,120.0,0.0,0.0,MnPrv,jul,six,WD,Normal,110500.0,81.0,26.0,30.0
20.0,RL,0.0,11000.0,none,3.0,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5.0,6.0,Gable,Plywood,Plywood,BrkFace,200.0,3.0,3.0,CBlock,3.0,3.0,1,BLQ,740.0,Rec,230.0,184.0,1154.0,5.0,1.0,SBrkr,1154.0,0.0,1154.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,1.0,Attchd,2.0,2.0,480.0,3.0,2.0,0.0,58.0,0.0,0.0,MnPrv,nov,nine,WD,Normal,154000.0,43.0,43.0,43.0
60.0,RL,80.0,14000.0,none,4.0,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,4.0,3.0,PConc,5.0,3.0,3,GLQ,1201.0,Unf,0.0,105.0,1306.0,5.0,1.0,SBrkr,1306.0,954.0,2260.0,1.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,533.0,3.0,2.0,296.0,44.0,0.0,0.0,none,apr,ten,WD,Normal,328000.0,14.0,13.0,14.0
60.0,RL,59.0,7837.0,none,3.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,7.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,799.0,799.0,4.0,1.0,SBrkr,799.0,772.0,1571.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,2.0,2.0,380.0,3.0,2.0,0.0,40.0,0.0,0.0,none,may,nine,WD,Normal,178000.0,16.0,15.0,16.0
60.0,RL,80.0,9760.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,2Story,6.0,6.0,Gable,HdBoard,HdBoard,BrkFace,360.0,3.0,3.0,CBlock,3.0,3.0,3,GLQ,674.0,LwQ,106.0,0.0,780.0,3.0,1.0,SBrkr,798.0,813.0,1611.0,1.0,0.0,1.0,1.0,4.0,3.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,442.0,3.0,2.0,328.0,128.0,0.0,189.0,none,jun,eight,WD,Normal,167900.0,44.0,44.0,44.0
160.0,RM,42.0,3964.0,none,4.0,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,6.0,4.0,Gable,CemntBd,CmentBd,None,0.0,3.0,3.0,CBlock,4.0,3.0,No,ALQ,837.0,Unf,0.0,105.0,942.0,4.0,1.0,SBrkr,1291.0,1230.0,2521.0,1.0,0.0,2.0,1.0,5.0,3.0,10.0,4.0,1.0,4.0,Attchd,3.0,2.0,576.0,3.0,2.0,728.0,20.0,0.0,0.0,GdPrv,jun,six,WD,Normal,151400.0,33.0,33.0,33.0
45.0,RL,60.0,9600.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1.5Unf,5.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,220.0,Unf,0.0,625.0,845.0,3.0,1.0,SBrkr,893.0,0.0,893.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,576.0,3.0,2.0,0.0,0.0,0.0,0.0,none,may,seven,WD,Normal,135000.0,58.0,4.0,22.0
20.0,RL,72.0,10152.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,5.0,Hip,MetalSd,MetalSd,BrkFace,120.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,586.0,Unf,0.0,462.0,1048.0,3.0,1.0,SBrkr,1048.0,0.0,1048.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,1.0,286.0,3.0,2.0,0.0,20.0,0.0,192.0,none,jun,seven,WD,Normal,135000.0,51.0,51.0,51.0
60.0,RL,78.0,11700.0,none,4.0,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,6.0,6.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,Rec,298.0,Unf,0.0,429.0,727.0,5.0,1.0,SBrkr,829.0,727.0,1556.0,0.0,0.0,1.0,1.0,4.0,3.0,8.0,8.0,0.0,0.0,Attchd,1.0,2.0,441.0,3.0,2.0,0.0,0.0,0.0,0.0,none,may,nine,WD,Normal,154000.0,41.0,41.0,41.0
50.0,RL,50.0,7585.0,none,4.0,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5.0,3.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,2.0,2.0,1,Unf,0.0,Unf,0.0,810.0,810.0,2.0,1.0,FuseA,1002.0,454.0,1456.0,1.0,1.0,1.0,0.0,4.0,3.0,7.0,8.0,1.0,3.0,Detchd,1.0,1.0,280.0,3.0,1.0,0.0,0.0,0.0,0.0,none,aug,six,WD,Normal,91500.0,58.0,56.0,52.0
60.0,RL,75.0,7950.0,none,3.0,Bnk,Corner,Edwards,Norm,1Fam,2Story,6.0,6.0,Hip,HdBoard,Plywood,BrkFace,140.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,535.0,Unf,0.0,155.0,690.0,3.0,1.0,SBrkr,698.0,728.0,1426.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,3.0,2.0,440.0,3.0,2.0,252.0,0.0,0.0,0.0,MnPrv,jul,nine,WD,Normal,159500.0,32.0,32.0,32.0
20.0,RL,74.0,8556.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,1240.0,1240.0,5.0,1.0,SBrkr,1240.0,0.0,1240.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,8.0,0.0,0.0,Attchd,2.0,3.0,826.0,3.0,2.0,140.0,93.0,0.0,0.0,none,may,seven,WD,Normal,194000.0,1.0,1.0,1.0
70.0,RL,75.0,13125.0,none,4.0,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7.0,6.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,410.0,Unf,0.0,390.0,800.0,3.0,1.0,SBrkr,960.0,780.0,1740.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,2.0,4.0,Attchd,1.0,1.0,240.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jul,seven,CWD,Normal,219500.0,67.0,23.0,67.0
50.0,RL,60.0,10800.0,Grvl,4.0,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5.0,8.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,2.0,3.0,No,ALQ,626.0,Unf,0.0,170.0,796.0,4.0,1.0,SBrkr,1096.0,370.0,1466.0,0.0,1.0,2.0,0.0,3.0,4.0,7.0,7.0,1.0,3.0,Attchd,1.0,2.0,566.0,3.0,2.0,436.0,21.0,0.0,0.0,none,apr,six,WD,Normal,170000.0,70.0,17.0,56.0
20.0,RL,0.0,15870.0,none,3.0,Lvl,Corner,NAmes,Norm,1Fam,1Story,5.0,5.0,Gable,VinylSd,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,1,BLQ,75.0,Rec,791.0,230.0,1096.0,5.0,1.0,SBrkr,1096.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,3.0,1.0,299.0,3.0,2.0,240.0,32.0,0.0,0.0,none,mar,six,WD,Abnorml,138800.0,37.0,37.0,37.0
120.0,RM,37.0,4435.0,none,4.0,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6.0,5.0,Gable,VinylSd,VinylSd,BrkFace,169.0,4.0,3.0,PConc,4.0,3.0,1,GLQ,662.0,Unf,0.0,186.0,848.0,5.0,1.0,SBrkr,848.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,8.0,1.0,4.0,Attchd,2.0,2.0,420.0,3.0,2.0,140.0,0.0,0.0,0.0,none,may,six,WD,Normal,155900.0,2.0,2.0,2.0
20.0,RL,65.0,8775.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,495.0,Unf,0.0,495.0,990.0,4.0,1.0,SBrkr,990.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,1.0,1.0,299.0,3.0,2.0,0.0,64.0,0.0,0.0,none,apr,seven,WD,Normal,126000.0,13.0,13.0,11.0
20.0,RL,80.0,11040.0,none,4.0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6.0,7.0,Gable,VinylSd,VinylSd,BrkFace,144.0,4.0,4.0,CBlock,3.0,3.0,No,ALQ,656.0,Unf,0.0,602.0,1258.0,5.0,1.0,SBrkr,1258.0,0.0,1258.0,0.0,1.0,2.0,0.0,3.0,4.0,5.0,8.0,0.0,0.0,Attchd,2.0,2.0,528.0,3.0,2.0,55.0,0.0,0.0,0.0,none,oct,eight,COD,Abnorml,145000.0,37.0,4.0,37.0
20.0,RL,75.0,7500.0,none,4.0,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5.0,5.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,824.0,Unf,0.0,216.0,1040.0,2.0,1.0,SBrkr,1040.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,3.0,1.0,308.0,3.0,2.0,0.0,0.0,220.0,0.0,MnPrv,jun,ten,WD,Normal,133000.0,47.0,47.0,47.0
20.0,RL,70.0,8749.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,100.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1459.0,1459.0,5.0,1.0,SBrkr,1459.0,0.0,1459.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,2.0,527.0,3.0,2.0,192.0,39.0,0.0,0.0,none,sep,seven,WD,Normal,192000.0,5.0,5.0,5.0
20.0,RL,80.0,8800.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,6.0,Hip,HdBoard,HdBoard,BrkFace,425.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,553.0,Unf,0.0,698.0,1251.0,3.0,1.0,SBrkr,1251.0,0.0,1251.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,2.0,4.0,Attchd,2.0,1.0,461.0,3.0,2.0,0.0,116.0,0.0,0.0,MnPrv,mar,six,WD,Normal,160000.0,42.0,42.0,42.0
60.0,RL,0.0,13031.0,none,2.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,PConc,4.0,3.0,No,ALQ,592.0,Unf,0.0,99.0,691.0,4.0,1.0,SBrkr,691.0,807.0,1498.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,3.0,2.0,409.0,3.0,2.0,315.0,44.0,0.0,0.0,none,jul,six,WD,Normal,187500.0,11.0,10.0,11.0
85.0,RL,73.0,9069.0,none,4.0,Lvl,Inside,SawyerW,Norm,1Fam,SFoyer,6.0,6.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,PConc,4.0,3.0,2,GLQ,747.0,Unf,0.0,189.0,936.0,5.0,1.0,SBrkr,996.0,0.0,996.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,8.0,0.0,0.0,Attchd,1.0,2.0,564.0,3.0,2.0,120.0,0.0,0.0,0.0,none,apr,ten,WD,Normal,147000.0,18.0,18.0,18.0
160.0,RM,0.0,1974.0,none,4.0,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4.0,5.0,Gable,CemntBd,CmentBd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,334.0,Unf,0.0,212.0,546.0,3.0,1.0,SBrkr,546.0,546.0,1092.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,2.0,1.0,286.0,3.0,2.0,120.0,96.0,0.0,0.0,none,may,ten,WD,Normal,83500.0,37.0,37.0,37.0
60.0,FV,85.0,10574.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,8.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1,Unf,0.0,Unf,0.0,1082.0,1082.0,5.0,1.0,SBrkr,1082.0,871.0,1953.0,0.0,0.0,2.0,1.0,3.0,4.0,9.0,8.0,1.0,4.0,Attchd,2.0,3.0,1043.0,3.0,2.0,160.0,50.0,0.0,0.0,none,may,nine,WD,Normal,252000.0,4.0,3.0,4.0
160.0,RM,24.0,2522.0,none,4.0,Lvl,Inside,Edwards,Norm,Twnhs,2Story,7.0,5.0,Gable,VinylSd,VinylSd,Stone,50.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,970.0,970.0,5.0,1.0,SBrkr,970.0,739.0,1709.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,4.0,0.0,0.0,Detchd,1.0,2.0,380.0,3.0,2.0,0.0,40.0,0.0,0.0,none,apr,six,WD,Normal,137500.0,2.0,2.0,2.0
120.0,FV,37.0,3316.0,Pave,3.0,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,8.0,5.0,Gable,MetalSd,MetalSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,1039.0,Unf,0.0,208.0,1247.0,5.0,1.0,SBrkr,1247.0,0.0,1247.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,4.0,Attchd,3.0,2.0,550.0,3.0,2.0,0.0,84.0,0.0,0.0,none,apr,six,WD,Normal,197000.0,1.0,1.0,1.0
90.0,RL,60.0,8544.0,none,4.0,Lvl,Corner,NAmes,Norm,Duplex,1Story,3.0,4.0,Gable,BrkFace,BrkFace,None,0.0,3.0,3.0,Slab,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,2.0,0.0,FuseA,1040.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,Detchd,1.0,2.0,400.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,nine,WD,Normal,92900.0,59.0,59.0,22.0
160.0,FV,24.0,2160.0,Pave,4.0,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7.0,5.0,Gable,MetalSd,MetalSd,BrkFace,212.0,4.0,3.0,PConc,4.0,3.0,No,BLQ,510.0,Unf,0.0,90.0,600.0,5.0,1.0,SBrkr,624.0,628.0,1252.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,462.0,3.0,2.0,0.0,48.0,0.0,0.0,none,mar,eight,WD,Normal,160000.0,9.0,8.0,9.0
50.0,RL,60.0,8400.0,none,4.0,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6.0,5.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,PConc,3.0,3.0,No,Rec,423.0,Unf,0.0,758.0,1181.0,2.0,1.0,SBrkr,1390.0,304.0,1694.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,8.0,1.0,4.0,Detchd,1.0,2.0,576.0,3.0,2.0,342.0,0.0,128.0,0.0,none,jun,eight,WD,Normal,136500.0,83.0,58.0,83.0
20.0,RL,71.0,9230.0,none,4.0,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5.0,8.0,Hip,MetalSd,MetalSd,BrkFace,166.0,3.0,3.0,CBlock,3.0,3.0,1,GLQ,661.0,Unf,0.0,203.0,864.0,4.0,1.0,SBrkr,1200.0,0.0,1200.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,8.0,0.0,0.0,Detchd,1.0,2.0,884.0,3.0,2.0,0.0,64.0,0.0,0.0,MnPrv,oct,six,WD,Normal,146000.0,41.0,8.0,29.0
20.0,RL,74.0,5868.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,248.0,Rec,240.0,448.0,936.0,5.0,1.0,SBrkr,936.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Attchd,3.0,1.0,308.0,3.0,2.0,0.0,0.0,80.0,160.0,none,may,ten,WD,Normal,129000.0,54.0,10.0,54.0
20.0,RL,78.0,9317.0,none,3.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,24.0,Unf,0.0,1290.0,1314.0,4.0,1.0,SBrkr,1314.0,0.0,1314.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,2.0,440.0,3.0,2.0,0.0,22.0,0.0,0.0,none,mar,seven,WD,Normal,176432.0,1.0,1.0,1.0
